model,seq_len,layer,head,tail_window,sink_share_first_1,sink_share_first_4,sink_share_first_8,uniform_first_1,uniform_first_4,uniform_first_8,boost_first_1,boost_first_4,boost_first_8,peak_key_pos,peak_key_mass,top1_first4_query_frac,top1_first8_query_frac
gpt2,64,6,8,64,0.5626301765441895,0.5735308527946472,0.5934725403785706,0.07412329537040264,0.22878484814827724,0.3782542201060783,7.590463615151777,2.5068568020856756,1.5689779752150181,0,0.5626301765441895,0.71875,0.71875
gpt2,64,6,9,64,0.9582443237304688,0.9626807570457458,0.9708290100097656,0.07412329537040264,0.22878484814827724,0.3782542201060783,12.927708069939571,4.2077994449257625,2.566604570168456,0,0.9582443237304688,1.0,1.0
gpt2,64,6,10,64,0.8680953979492188,0.8753527998924255,0.8918846845626831,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.711505723150138,3.8260960329204257,2.357897512187865,0,0.8680953979492188,1.0,1.0
gpt2,64,6,11,64,0.4864349365234375,0.5169103741645813,0.561442494392395,0.07412329537040264,0.22878484814827724,0.3782542201060783,6.562510936577578,2.259373286073419,1.484299353580095,0,0.4864349365234375,0.8125,0.828125
gpt2,64,7,0,64,0.5150027275085449,0.5437812209129333,0.5645889043807983,0.07412329537040264,0.22878484814827724,0.3782542201060783,6.947920015361122,2.37682357601105,1.492617595178354,0,0.5150027275085449,0.625,0.640625
gpt2,64,7,1,64,0.769989013671875,0.7758206725120544,0.789053201675415,0.07412329537040264,0.22878484814827724,0.3782542201060783,10.387949022289838,3.3910491835072882,2.0860393876217205,0,0.769989013671875,1.0,1.0
gpt2,64,7,2,64,0.9366092681884766,0.9385082721710205,0.977899432182312,0.07412329537040264,0.22878484814827724,0.3782542201060783,12.635828770268944,4.102143475702404,2.5852968194461075,0,0.9366092681884766,0.96875,1.0
gpt2,64,7,3,64,0.6437692642211914,0.654162585735321,0.6861202120780945,0.07412329537040264,0.22878484814827724,0.3782542201060783,8.685113917348145,2.859291561613176,1.813912907265589,0,0.6437692642211914,0.953125,0.953125
gpt2,64,7,4,64,0.7388162612915039,0.7630911469459534,0.7805575728416443,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.967396317170653,3.335409460557406,2.063579284383776,0,0.7388162612915039,0.921875,0.921875
gpt2,64,7,5,64,0.5864105224609375,0.6096445918083191,0.6963370442390442,0.07412329537040264,0.22878484814827724,0.3782542201060783,7.911285103159224,2.664707023837539,1.8409233981414992,0,0.5864105224609375,0.984375,1.0
gpt2,64,7,6,64,0.7411994934082031,0.7519044876098633,0.777113139629364,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.99954858596537,3.286513480659122,2.054473151446741,0,0.7411994934082031,1.0,1.0
gpt2,64,7,7,64,0.8228950500488281,0.8251028656959534,0.8377604484558105,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.101706230635413,3.606457649508318,2.214807935839731,0,0.8228950500488281,1.0,1.0
gpt2,64,7,8,64,0.6903781890869141,0.7097678780555725,0.7425837516784668,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.313916571531456,3.1023377806714123,1.9631869578883092,0,0.6903781890869141,0.9375,0.953125
